Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG46,1580.0,OUT018
DRC01,-1060.0,OUT010
FDB15,5584.0,OUT027
NCA17,3824.0,OUT027
FDF10,2392.0,OUT046
FDR26,4288.0,OUT027
FDI02,1940.0,OUT049
NCM54,100.0,OUT010
FDF14,2444.0,OUT013
FDJ33,52.0,OUT010
FDM20,4036.0,OUT035
FDC03,4584.0,OUT027
NCX05,1840.0,OUT046
NCM41,2912.0,OUT027
NCU29,412.0,OUT010
FDQ59,1512.0,OUT017
FDH46,-244.0,OUT010
FDH09,876.0,OUT013
NCD06,692.0,OUT045
FDC15,2612.0,OUT035
DRD37,2200.0,OUT027
FDT28,3824.0,OUT027
FDR28,4096.0,OUT027
FDT38,1512.0,OUT017
FDV34,2728.0,OUT027
FDY52,1188.0,OUT035
FDB34,1420.0,OUT013
DRL23,1420.0,OUT018
DRB24,2448.0,OUT046
FDJ50,896.0,OUT046
FDQ49,2664.0,OUT035
FDP20,2152.0,OUT035
FDV19,4024.0,OUT027
NCR54,3024.0,OUT045
FDO09,2220.0,OUT010
FDS57,1996.0,OUT018
FDN10,1988.0,OUT049
FDV23,2100.0,OUT049
FDY28,3516.0,OUT049
DRG51,2612.0,OUT013
FDD45,-420.0,OUT019
NCL18,4464.0,OUT027
NCM29,2100.0,OUT013
FDF17,4552.0,OUT027
FDE22,2684.0,OUT017
FDQ22,760.0,OUT017
FDS01,2876.0,OUT013
FDW35,2168.0,OUT027
FDJ33,2024.0,OUT046
NCF54,2860.0,OUT035
FDE09,1804.0,OUT013
NCE06,2472.0,OUT045
DRH49,1416.0,OUT049
FDY43,2640.0,OUT045
NCT05,4112.0,OUT017
FDZ34,2972.0,OUT045
FDL38,1584.0,OUT017
FDZ31,3168.0,OUT017
FDR14,1060.0,OUT035
NCN54,1372.0,OUT049
NCC42,3656.0,OUT027
FDK08,1752.0,OUT017
FDP59,1772.0,OUT013
FDV22,2704.0,OUT035
FDD33,3844.0,OUT035
DRE60,5008.0,OUT027
FDK52,3584.0,OUT046
FDA02,2496.0,OUT017
FDM56,1860.0,OUT049
FDE57,2412.0,OUT035
FDM32,1384.0,OUT045
NCQ30,3376.0,OUT027
FDQ27,3176.0,OUT027
FDT60,3440.0,OUT027
FDU43,3948.0,OUT049
NCO55,1840.0,OUT035
FDG02,2968.0,OUT045
FDJ28,3052.0,OUT013
FDP40,1776.0,OUT045
FDJ38,3004.0,OUT045
NCC54,3904.0,OUT017
NCZ41,1984.0,OUT046
FDK38,460.0,OUT019
FDU52,2492.0,OUT013
FDC40,1288.0,OUT046
NCR30,1304.0,OUT017
NCN18,1872.0,OUT017
FDB50,1416.0,OUT035
FDG04,3020.0,OUT013
FDR26,2972.0,OUT035
NCT17,2684.0,OUT018
FDX35,5064.0,OUT027
FDS12,2016.0,OUT046
NCZ29,3440.0,OUT027
FDB38,700.0,OUT010
FDP12,700.0,OUT013
FDP22,896.0,OUT046
FDS26,3836.0,OUT018
FDR52,3080.0,OUT046
DRJ13,2552.0,OUT046
FDU48,3544.0,OUT027
FDE29,1136.0,OUT035
NCT29,2028.0,OUT049
DRK37,2700.0,OUT018
FDK55,1424.0,OUT046
FDR07,1552.0,OUT046
FDO21,5048.0,OUT027
FDK46,4212.0,OUT049
FDB12,1656.0,OUT045
FDT31,4456.0,OUT027
FDJ33,1968.0,OUT045
FDC26,3192.0,OUT027
NCQ02,2904.0,OUT045
FDP08,1172.0,OUT010
FDB11,5016.0,OUT027
FDV55,2364.0,OUT013
FDW20,2060.0,OUT049
NCJ18,-28.0,OUT019
FDC41,948.0,OUT018
FDE14,3128.0,OUT027
FDG35,2876.0,OUT013
FDF45,1156.0,OUT035
FDS19,2752.0,OUT027
FDS58,684.0,OUT019
FDA26,3640.0,OUT017
FDM32,1536.0,OUT049
FDL45,2024.0,OUT046
FDZ55,2644.0,OUT049
FDY37,2412.0,OUT049
FDO46,3072.0,OUT046
FDQ60,1952.0,OUT046
FDA19,1804.0,OUT018
FDL15,2456.0,OUT046
FDM10,3092.0,OUT018
NCL05,816.0,OUT017
DRK49,-1212.0,OUT010
NCE18,5392.0,OUT027
FDG40,700.0,OUT049
DRI59,3440.0,OUT045
FDK28,4192.0,OUT035
NCD06,-1164.0,OUT019
FDO11,2092.0,OUT019
FDK27,1920.0,OUT046
FDT43,2296.0,OUT027
FDD38,1420.0,OUT018
FDA16,3580.0,OUT049
FDL14,3944.0,OUT027
NCM17,812.0,OUT049
FDD20,1928.0,OUT045
FDA40,1408.0,OUT045
FDL43,1208.0,OUT045
FDV15,1576.0,OUT045
FDE52,1496.0,OUT046
NCL17,340.0,OUT010
NCJ31,3676.0,OUT045
FDR60,1204.0,OUT045
NCA18,1984.0,OUT035
FDS21,2536.0,OUT027
FDW09,1476.0,OUT035
FDL26,2612.0,OUT035
FDS47,1156.0,OUT018
FDC39,3248.0,OUT046
FDT51,1988.0,OUT035
FDK40,4308.0,OUT035
NCG19,3628.0,OUT045
FDZ07,1056.0,OUT046
FDF08,2928.0,OUT027
FDO04,956.0,OUT013
FDK41,1060.0,OUT018
FDP15,4132.0,OUT049
NCD43,1388.0,OUT018
NCP18,2372.0,OUT013
FDZ51,1552.0,OUT046
DRH13,1892.0,OUT035
FDF38,668.0,OUT045
NCI43,744.0,OUT045
FDM38,2384.0,OUT027
FDS03,1084.0,OUT013
DRJ47,2832.0,OUT017
FDT50,-324.0,OUT010
FDV02,2744.0,OUT046
NCG18,1768.0,OUT017
FDW52,2664.0,OUT046
FDS40,780.0,OUT035
FDN31,3136.0,OUT017
FDA37,1952.0,OUT045
FDA15,3944.0,OUT046
FDL39,2920.0,OUT046
FDJ53,1888.0,OUT045
FDX22,3404.0,OUT013
NCZ42,3692.0,OUT045
FDD56,4280.0,OUT027
FDD40,3232.0,OUT017
FDS50,3516.0,OUT013
NCN14,2932.0,OUT013
FDT15,2988.0,OUT013
NCS18,3168.0,OUT027
NCO26,-116.0,OUT010
FDF58,740.0,OUT018
NCB19,1396.0,OUT013
FDH26,2416.0,OUT017
DRB24,3872.0,OUT027
FDA49,1124.0,OUT018
FDB32,1492.0,OUT045
FDI36,3272.0,OUT017
NCA17,436.0,OUT010
FDH22,2012.0,OUT013
NCM26,2148.0,OUT018
FDT15,4400.0,OUT027
FDB16,1132.0,OUT018
NCP54,3408.0,OUT027
FDJ36,1708.0,OUT013
FDO28,1852.0,OUT045
FDU09,972.0,OUT013
FDF29,2224.0,OUT017
FDY08,2300.0,OUT013
DRJ59,348.0,OUT018
FDT23,2776.0,OUT027
FDU15,420.0,OUT018
FDT47,1628.0,OUT013
FDI53,716.0,OUT019
FDR59,3908.0,OUT018
FDD53,844.0,OUT035
FDY51,3584.0,OUT017
FDT04,744.0,OUT049
FDU51,2952.0,OUT049
FDG14,2612.0,OUT035
NCU06,3564.0,OUT045
DRG25,2944.0,OUT046
DRH49,1512.0,OUT035
FDN15,2380.0,OUT035
FDL43,964.0,OUT018
NCT18,2972.0,OUT049
NCB31,4100.0,OUT013
FDK57,2060.0,OUT035
FDY04,732.0,OUT019
NCP54,1928.0,OUT046
FDF41,3868.0,OUT013
FDM01,1624.0,OUT045
FDW03,1664.0,OUT045
FDF28,1952.0,OUT045
FDY37,2432.0,OUT017
FDQ03,3904.0,OUT017
FDP51,3408.0,OUT027
FDJ40,1944.0,OUT017
FDC32,1608.0,OUT049
DRI49,2744.0,OUT027
NCW54,1000.0,OUT017
FDF09,760.0,OUT017
FDP45,3732.0,OUT018
DRJ23,2684.0,OUT018
FDS59,1944.0,OUT017
FDY08,2240.0,OUT046
FDX16,2460.0,OUT049
FDY16,2692.0,OUT018
FDK32,2636.0,OUT035
FDQ22,700.0,OUT013
NCC31,2188.0,OUT018
FDG58,2588.0,OUT049
DRF48,3012.0,OUT013
DRH36,1300.0,OUT049
NCR30,1364.0,OUT035
FDB03,1932.0,OUT019
FDZ28,3512.0,OUT027
FDR35,3264.0,OUT017
DRD15,5112.0,OUT027
FDJ33,124.0,OUT019
FDA56,12.0,OUT010
FDP56,800.0,OUT046
NCT30,776.0,OUT046
FDK15,1720.0,OUT017
FDH44,2116.0,OUT018
FDV01,2524.0,OUT013
DRG03,2536.0,OUT017
FDG50,2904.0,OUT027
FDR16,1500.0,OUT010
FDZ60,1728.0,OUT046
DRG03,2388.0,OUT045
FDS56,3924.0,OUT018
FDU33,728.0,OUT045
DRD27,1752.0,OUT035
FDW22,3576.0,OUT046
DRA24,2576.0,OUT045
FDF38,812.0,OUT049
FDX48,2540.0,OUT013
FDS58,2324.0,OUT018
FDC32,1496.0,OUT046
NCQ29,4032.0,OUT045
DRK39,1076.0,OUT018
NCS38,1912.0,OUT017
DRO47,1812.0,OUT013
DRG27,2144.0,OUT027
FDC57,4528.0,OUT027
FDS55,2328.0,OUT046
NCJ06,1628.0,OUT018
FDO01,220.0,OUT019
NCM55,2864.0,OUT045
FDC52,2580.0,OUT049
FDQ15,1272.0,OUT045
NCT30,2208.0,OUT027
NCR42,1984.0,OUT027
FDD28,1112.0,OUT035
FDQ34,1768.0,OUT049
FDZ12,3712.0,OUT027
DRE13,-508.0,OUT019
NCN07,212.0,OUT019
FDM28,3028.0,OUT035
FDI10,2876.0,OUT017
FDQ25,2780.0,OUT013
FDA38,1892.0,OUT010
DRI13,3528.0,OUT049
FDY20,2944.0,OUT027
NCZ53,3100.0,OUT035
NCM31,2292.0,OUT013
DRB01,3096.0,OUT017
DRF37,4120.0,OUT046
NCF42,2876.0,OUT049
FDF16,2084.0,OUT018
FDB41,876.0,OUT013
FDR34,3676.0,OUT013
FDR15,2244.0,OUT018
NCV42,-124.0,OUT019
FDW51,3544.0,OUT035
FDU36,1680.0,OUT017
FDX60,1416.0,OUT049
FDY03,2012.0,OUT035
FDW55,3904.0,OUT045
FDT01,1460.0,OUT010
FDG58,2524.0,OUT013
FDK21,4056.0,OUT017
NCS41,964.0,OUT019
FDS10,2832.0,OUT045
NCT53,2592.0,OUT046
FDJ28,2748.0,OUT018
FDX44,1360.0,OUT045
FDT20,380.0,OUT018
FDO44,1872.0,OUT017
NCX17,3784.0,OUT049
FDY01,2008.0,OUT017
FDJ12,4808.0,OUT027
DRK35,340.0,OUT018
FDD47,796.0,OUT019
NCM53,1844.0,OUT035
FDO45,1484.0,OUT013
NCM42,-188.0,OUT010
FDE04,2904.0,OUT046
NCI30,5336.0,OUT027
FDZ19,2796.0,OUT013
FDW57,2876.0,OUT013
FDA25,1724.0,OUT013
FDT22,960.0,OUT046
FDP51,1980.0,OUT013
FDD48,3312.0,OUT027
FDY39,3092.0,OUT035
FDO48,1636.0,OUT010
FDD23,4432.0,OUT027
DRN35,2064.0,OUT027
FDT01,3564.0,OUT035
FDC20,-1012.0,OUT010
DRJ35,1172.0,OUT035
FDB32,1520.0,OUT046
FDL24,2800.0,OUT046
NCV42,1940.0,OUT035
FDZ46,1752.0,OUT046
FDC15,2492.0,OUT013
FDD08,-1252.0,OUT019
FDY50,1528.0,OUT049
FDD36,1948.0,OUT013
FDG57,2264.0,OUT027
FDL21,468.0,OUT018
FDN16,3128.0,OUT027
FDJ09,2216.0,OUT027
FDS01,932.0,OUT010
FDV33,4264.0,OUT017
DRE12,1932.0,OUT017
FDR07,1596.0,OUT013
FDP48,1036.0,OUT010
NCB55,1068.0,OUT035
FDQ08,1068.0,OUT013
FDR34,3852.0,OUT035
FDO33,1800.0,OUT046
FDP13,624.0,OUT045
FDX12,3992.0,OUT049
NCT06,2728.0,OUT049
FDR16,1516.0,OUT019
FDE36,2664.0,OUT046
FDZ36,3076.0,OUT049
FDV13,1416.0,OUT045
NCZ17,748.0,OUT035
FDU56,2856.0,OUT045
FDM09,2908.0,OUT035
FDV02,2848.0,OUT017
FDS34,1580.0,OUT018
FDA11,1644.0,OUT049
FDP09,3472.0,OUT017
FDB29,3328.0,OUT027
FDT19,2884.0,OUT017
DRH15,840.0,OUT017
FDY38,3728.0,OUT046
FDF14,3864.0,OUT027
FDN48,-420.0,OUT010
FDQ12,3676.0,OUT013
NCJ43,2664.0,OUT045
FDE17,572.0,OUT019
FDB05,4076.0,OUT035
FDH10,3000.0,OUT045
NCR06,788.0,OUT017
FDU32,1668.0,OUT018
FDD56,2900.0,OUT049
FDO36,2604.0,OUT018
FDH16,-444.0,OUT010
FDX10,364.0,OUT018
FDZ37,1584.0,OUT017
FDU31,1572.0,OUT010
DRC49,2356.0,OUT049
FDL15,2372.0,OUT045
FDN32,1068.0,OUT019
DRH59,2648.0,OUT027
NCU29,2432.0,OUT049
FDR37,1068.0,OUT019
FDS14,2220.0,OUT018
FDU02,5032.0,OUT027
FDJ08,3200.0,OUT035
NCZ06,3920.0,OUT045
FDO31,1472.0,OUT049
FDH31,1404.0,OUT018
FDS58,2704.0,OUT017
NCA53,2248.0,OUT027
FDF50,3120.0,OUT046
NCW42,3604.0,OUT049
NCQ17,2392.0,OUT045
FDK51,3900.0,OUT018
NCW41,564.0,OUT010
NCR29,1000.0,OUT017
FDB08,636.0,OUT019
FDA40,2872.0,OUT027
FDL14,2276.0,OUT018
FDB47,3280.0,OUT046
FDO03,3808.0,OUT035
DRK13,1204.0,OUT019
FDX13,1996.0,OUT010
FDF52,2896.0,OUT046
FDT11,3052.0,OUT013
FDB08,2572.0,OUT013
FDQ28,2244.0,OUT018
FDD29,3932.0,OUT045
NCQ29,5536.0,OUT027
NCO02,1076.0,OUT013
FDR56,1212.0,OUT010
NCM54,2088.0,OUT049
FDP51,2068.0,OUT035
FDT38,1404.0,OUT013
FDZ20,3724.0,OUT018
FDJ53,1948.0,OUT013
FDX13,4036.0,OUT049
FDP58,3628.0,OUT035
NCK31,-1052.0,OUT019
FDA35,1740.0,OUT018
FDV37,2908.0,OUT018
NCO07,4808.0,OUT027
FDA20,2904.0,OUT045
FDZ59,2864.0,OUT035
NCY17,832.0,OUT017
FDQ28,2636.0,OUT035
FDV35,2568.0,OUT017
FDQ36,652.0,OUT013
FDD34,2324.0,OUT018
FDK51,4128.0,OUT045
FDV31,2932.0,OUT035
FDR04,1704.0,OUT035
FDR14,1004.0,OUT049
DRC36,884.0,OUT010
FDE39,28.0,OUT019
FDP57,1788.0,OUT049
FDE57,2256.0,OUT046
NCN18,1752.0,OUT046
NCQ05,2092.0,OUT018
FDW47,2076.0,OUT035
FDV46,2364.0,OUT035
NCP29,936.0,OUT045
FDE09,1500.0,OUT018
NCU06,5056.0,OUT027
FDT19,852.0,OUT010
DRF15,2536.0,OUT017
DRI51,2724.0,OUT013
NCX54,1684.0,OUT013
DRE01,3812.0,OUT013
NCB07,3012.0,OUT045
FDU50,2020.0,OUT035
FDG40,744.0,OUT035
FDW10,2516.0,OUT018
FDX51,3148.0,OUT013
NCP17,960.0,OUT045
FDP21,3180.0,OUT035
FDL04,1628.0,OUT045
FDV23,1996.0,OUT013
FDF24,1368.0,OUT046
FDH56,3320.0,OUT027
FDB51,1116.0,OUT049
FDI58,3016.0,OUT027
FDR20,860.0,OUT013
FDC51,1740.0,OUT018
FDB16,2840.0,OUT027
FDE40,1140.0,OUT049
NCM17,860.0,OUT035
FDU56,3100.0,OUT035
FDS32,396.0,OUT019
FDX02,3652.0,OUT049
FDT39,3928.0,OUT027
FDE35,1100.0,OUT017
NCI42,1412.0,OUT019
DRL23,1704.0,OUT046
FDA10,1944.0,OUT046
FDA11,1564.0,OUT013
NCM06,2432.0,OUT046
NCT05,4196.0,OUT035
NCQ02,1020.0,OUT010
NCY06,2156.0,OUT049
FDY56,3748.0,OUT035
FDL02,1876.0,OUT035
NCI06,2964.0,OUT035
FDQ14,2328.0,OUT045
FDQ12,3724.0,OUT017
FDP36,848.0,OUT046
FDK21,5408.0,OUT027
FDO40,2304.0,OUT045
NCK54,-28.0,OUT019
FDY09,2532.0,OUT018
NCW30,4196.0,OUT049
NCC55,2040.0,OUT027
FDE58,1604.0,OUT018
FDR39,2956.0,OUT013
FDU28,3108.0,OUT049
FDH08,3720.0,OUT017
FDG35,2784.0,OUT045
FDG22,756.0,OUT049
FDC34,2676.0,OUT035
FDP15,3740.0,OUT018
FDK34,1860.0,OUT010
FDU45,2060.0,OUT035
FDQ04,2112.0,OUT027
FDX22,3092.0,OUT018
FDB45,1792.0,OUT017
NCH43,4848.0,OUT027
DRE60,3520.0,OUT046
FDD17,5176.0,OUT027
NCM54,2128.0,OUT017
NCH55,2052.0,OUT013
NCT06,2720.0,OUT017
FDA48,4936.0,OUT027
FDY58,5056.0,OUT027
FDO25,3268.0,OUT045
FDN50,1524.0,OUT045
FDH35,2780.0,OUT035
FDK09,3528.0,OUT045
FDO16,1372.0,OUT013
FDW11,988.0,OUT045
FDU47,3720.0,OUT027
NCQ42,116.0,OUT010
FDK55,2896.0,OUT027
FDN08,2004.0,OUT049
FDT57,3700.0,OUT045
FDJ12,3052.0,OUT018
DRL59,984.0,OUT017
NCN53,576.0,OUT046
FDO51,-1140.0,OUT010
FDK56,3088.0,OUT017
FDY12,1052.0,OUT035
FDU15,828.0,OUT035
FDQ19,3880.0,OUT046
DRF15,2392.0,OUT045
DRE25,-428.0,OUT019
FDK57,1628.0,OUT018
FDD33,1724.0,OUT010
FDR34,5112.0,OUT027
FDU04,1888.0,OUT045
FDE35,-868.0,OUT019
NCD31,2724.0,OUT035
FDJ56,1744.0,OUT035
NCU53,2592.0,OUT046
FDD39,3556.0,OUT035
NCU17,-268.0,OUT019
FDJ20,2016.0,OUT046
NCW41,2204.0,OUT018
FDL52,844.0,OUT035
FDS39,2412.0,OUT035
DRJ47,2696.0,OUT045
FDP13,-1220.0,OUT010
DRK39,-596.0,OUT010
FDF28,148.0,OUT010
FDB09,1952.0,OUT045
FDM51,1656.0,OUT046
DRM49,500.0,OUT018
DRF23,2804.0,OUT013
DRH01,2884.0,OUT035
FDH12,3160.0,OUT027
FDA28,140.0,OUT019
FDW37,1172.0,OUT018
FDF02,1664.0,OUT046
DRL37,728.0,OUT046
NCF43,2232.0,OUT046
FDH08,1692.0,OUT010
FDR34,1772.0,OUT019
NCK19,3164.0,OUT049
NCD55,428.0,OUT018
FDT27,3836.0,OUT049
FDQ57,2284.0,OUT045
FDA47,2772.0,OUT035
DRG15,2464.0,OUT027
FDE05,2092.0,OUT018
FDN46,1648.0,OUT046
FDX27,2984.0,OUT027
FDT51,1764.0,OUT045
FDU33,812.0,OUT013
FDJ16,2416.0,OUT027
FDD20,76.0,OUT019
FDT36,672.0,OUT049
DRF15,3872.0,OUT027
FDN52,-476.0,OUT010
FDC22,4504.0,OUT027
FDX15,2480.0,OUT045
FDT13,3004.0,OUT013
FDU04,2060.0,OUT017
FDU31,1564.0,OUT019
FDW59,2840.0,OUT027
NCO29,2600.0,OUT046
FDL15,2584.0,OUT035
FDI41,2468.0,OUT049
FDQ48,1748.0,OUT049
DRI39,932.0,OUT013
FDI08,4028.0,OUT013
FDC21,1916.0,OUT049
FDF58,1188.0,OUT035
FDS08,900.0,OUT010
FDE47,1912.0,OUT045
NCP18,516.0,OUT019
NCR41,1572.0,OUT013
FDA27,4092.0,OUT013
FDA43,3228.0,OUT035
FDA49,1344.0,OUT045
NCE55,2516.0,OUT018
DRM49,2232.0,OUT027
FDF22,4832.0,OUT027
FDQ15,1068.0,OUT018
NCS54,2876.0,OUT017
NCY05,628.0,OUT013
FDR45,3784.0,OUT046
FDK57,2040.0,OUT049
FDF41,1972.0,OUT010
FDV21,1992.0,OUT046
FDD51,752.0,OUT046
FDF33,1768.0,OUT046
FDA38,3768.0,OUT046
FDR56,3080.0,OUT045
NCN41,2040.0,OUT017
FDC60,2904.0,OUT027
FDB47,3224.0,OUT045
DRH01,2804.0,OUT013
FDW08,1672.0,OUT046
FDF38,2160.0,OUT027
FDY32,2688.0,OUT017
FDG34,1908.0,OUT049
FDG47,2220.0,OUT019
NCF18,3136.0,OUT035
FDL39,1020.0,OUT019
NCH55,2148.0,OUT035
DRJ35,1100.0,OUT049
FDS44,3956.0,OUT035
DRE01,3500.0,OUT018
FDY39,2988.0,OUT013
FDY32,2284.0,OUT018
FDR33,3232.0,OUT027
NCP50,1404.0,OUT049
FDZ47,1356.0,OUT018
FDU57,2564.0,OUT049
FDY44,3164.0,OUT013
DRH59,916.0,OUT018
FDB03,5272.0,OUT027
FDY46,2904.0,OUT045
FDM39,2752.0,OUT045
FDY36,1380.0,OUT035
NCM55,3052.0,OUT035
FDJ50,-1036.0,OUT010
DRL60,2420.0,OUT013
NCJ54,3748.0,OUT049
FDX59,696.0,OUT017
FDI07,3228.0,OUT013
DRF51,-1284.0,OUT010
FDM14,1884.0,OUT017
FDP21,2968.0,OUT045
FDE40,1228.0,OUT035
FDE05,2540.0,OUT035
FDM13,3560.0,OUT027
FDC34,3968.0,OUT027
NCI55,1676.0,OUT018
NCE43,2372.0,OUT018
FDW58,1460.0,OUT018
FDG60,3648.0,OUT045
FDV31,2904.0,OUT017
FDR47,3100.0,OUT013
FDM60,-1172.0,OUT019
NCF06,3780.0,OUT018
NCN26,3304.0,OUT027
FDQ59,1532.0,OUT049
FDF09,632.0,OUT046
NCS06,4268.0,OUT017
FDT44,1888.0,OUT046
FDI19,3972.0,OUT017
FDT22,1092.0,OUT017
NCF54,4144.0,OUT027
DRG25,2884.0,OUT045
FDB59,3248.0,OUT017
FDQ37,3196.0,OUT017
FDP56,956.0,OUT035
FDW44,2932.0,OUT035
FDJ26,1516.0,OUT010
FDU43,3524.0,OUT018
FDW33,1620.0,OUT045
NCX53,3712.0,OUT027
FDN56,436.0,OUT010
DRF15,2528.0,OUT049
FDO33,1944.0,OUT017
FDZ39,-196.0,OUT010
NCJ19,1000.0,OUT017
FDU01,3140.0,OUT035
FDT12,3740.0,OUT035
NCM18,716.0,OUT018
FDP19,2152.0,OUT017
NCR42,652.0,OUT049
FDN10,1904.0,OUT046
FDG44,1008.0,OUT017
FDQ10,2728.0,OUT046
DRH13,1796.0,OUT049
FDT52,3932.0,OUT013
FDM56,1720.0,OUT045
NCO43,-316.0,OUT010
NCV29,2948.0,OUT035
NCF06,4116.0,OUT013
FDO50,1628.0,OUT035
FDT59,3660.0,OUT013
FDX40,2072.0,OUT027
FDE50,3120.0,OUT017
FDX51,3280.0,OUT017
NCD30,1292.0,OUT018
FDK15,1644.0,OUT013
FDL12,984.0,OUT045
FDK46,4204.0,OUT017
DRH49,-612.0,OUT010
FDQ57,2344.0,OUT046
FDY59,1624.0,OUT017
FDO09,3884.0,OUT018
NCG30,2148.0,OUT035
FDM09,2832.0,OUT017
NCN17,3048.0,OUT027
NCS42,1460.0,OUT013
FDD02,-20.0,OUT019
FDE34,2908.0,OUT013
FDU38,2984.0,OUT045
FDB33,2512.0,OUT046
NCJ29,1496.0,OUT017
FDZ27,964.0,OUT035
FDI40,1660.0,OUT013
FDG22,716.0,OUT013
FDT51,1944.0,OUT017
FDF20,2868.0,OUT018
FDV50,2100.0,OUT035
FDT02,728.0,OUT049
DRC49,2408.0,OUT017
FDF26,2564.0,OUT049
FDV52,2092.0,OUT035
FDX59,708.0,OUT049
FDV25,3660.0,OUT035
FDW23,2096.0,OUT027
FDE53,1460.0,OUT018
FDA19,2192.0,OUT017
FDH22,2000.0,OUT046
NCO41,1588.0,OUT013
FDX12,3976.0,OUT017
FDF17,3148.0,OUT013
FDS11,3496.0,OUT045
FDR51,2568.0,OUT035
FDT49,-244.0,OUT010
FDC56,1948.0,OUT013
FDR13,3360.0,OUT027
FDQ60,2116.0,OUT035
FDN38,4064.0,OUT049
NCL29,2500.0,OUT013
FDO13,4056.0,OUT027
FDE26,2012.0,OUT018
FDA31,804.0,OUT010
FDX14,1380.0,OUT035
FDA34,2712.0,OUT045
FDF26,2508.0,OUT013
FDE38,2584.0,OUT045
DRI11,1816.0,OUT046
FDQ60,3376.0,OUT027
FDL21,2168.0,OUT027
DRC12,4488.0,OUT027
FDC47,3592.0,OUT046
FDE57,2176.0,OUT045
FDT14,1896.0,OUT045
NCZ53,2984.0,OUT046
FDE28,3388.0,OUT018
FDR19,2480.0,OUT035
NCF54,836.0,OUT019
FDZ08,1352.0,OUT046
NCJ05,2156.0,OUT018
FDF59,2032.0,OUT046
NCO05,1748.0,OUT035
FDW24,548.0,OUT018
NCX42,2348.0,OUT018
NCA53,944.0,OUT035
FDI45,908.0,OUT019
FDG46,1856.0,OUT046
FDM20,1924.0,OUT010
FDW11,-908.0,OUT010
FDX08,3004.0,OUT035
NCK17,820.0,OUT035
FDK32,2180.0,OUT018
NCA42,2668.0,OUT035
DRI01,2860.0,OUT035
NCL55,4084.0,OUT049
DRE25,1236.0,OUT018
FDD14,3008.0,OUT017
FDB10,3720.0,OUT046
DRN11,2436.0,OUT035
FDP38,572.0,OUT018
NCA30,3072.0,OUT017
FDT15,3088.0,OUT017
NCP55,652.0,OUT018
FDF12,2516.0,OUT035
FDM21,3764.0,OUT018
FDX56,3456.0,OUT035
FDF10,2464.0,OUT017
FDT32,2992.0,OUT045
FDM51,1404.0,OUT018
NCR50,2172.0,OUT018
FDI19,3932.0,OUT049
FDX21,1840.0,OUT017
FDR31,2512.0,OUT035
FDY02,4188.0,OUT013
NCA29,2628.0,OUT045
NCX17,3632.0,OUT046
FDM12,3000.0,OUT045
FDI53,4024.0,OUT027
NCU30,2688.0,OUT049
FDC56,3368.0,OUT027
FDK27,1700.0,OUT018
NCK18,2744.0,OUT017
FDB52,2172.0,OUT019
DRG25,4432.0,OUT027
FDZ13,992.0,OUT049
FDB57,1692.0,OUT019
FDR40,1392.0,OUT046
NCO14,-1164.0,OUT019
NCN19,2944.0,OUT045
FDQ28,604.0,OUT019
FDO13,2340.0,OUT018
FDK48,1292.0,OUT013
FDU07,2148.0,OUT018
FDW20,1984.0,OUT046
FDV12,-284.0,OUT010
FDH24,2556.0,OUT013
FDV59,3524.0,OUT049
FDK57,1860.0,OUT045
FDL16,2192.0,OUT027
NCQ17,2440.0,OUT046
FDJ15,2708.0,OUT018
FDX24,1620.0,OUT049
FDT47,1600.0,OUT046
FDT10,1152.0,OUT049
FDZ37,1188.0,OUT018
FDW43,5128.0,OUT027
DRN36,1648.0,OUT017
FDJ14,1296.0,OUT045
FDA32,3468.0,OUT013
FDJ38,1164.0,OUT019
FDQ57,2456.0,OUT017
NCQ41,1156.0,OUT019
FDG56,1132.0,OUT049
DRC13,3472.0,OUT027
FDV55,2460.0,OUT035
FDQ49,2496.0,OUT045
FDE29,-948.0,OUT010
FDR03,3340.0,OUT013
FDD45,1596.0,OUT049
FDN38,2052.0,OUT010
FDT56,992.0,OUT046
FDT48,3104.0,OUT045
FDU03,3012.0,OUT049
FDC56,-36.0,OUT010
NCO43,3024.0,OUT027
FDQ27,1792.0,OUT017
FDR03,3312.0,OUT046
DRH23,-1060.0,OUT010
FDG22,640.0,OUT045
NCJ42,1684.0,OUT013
FDR24,1512.0,OUT046
FDW60,2996.0,OUT035
FDJ08,3036.0,OUT013
DRL59,588.0,OUT018
FDG60,1756.0,OUT010
FDW27,2624.0,OUT017
FDX14,980.0,OUT018
FDC20,956.0,OUT013
NCS29,3852.0,OUT018
FDJ56,1592.0,OUT046
FDB20,-644.0,OUT019
FDL28,5096.0,OUT027
FDW01,2140.0,OUT018
FDL03,3184.0,OUT046
FDX22,3460.0,OUT049
FDJ21,2508.0,OUT035
FDR31,2336.0,OUT045
FDG21,2596.0,OUT035
FDS22,2216.0,OUT027
FDK08,1788.0,OUT035
FDE17,2188.0,OUT018
NCN30,1648.0,OUT017
FDT50,1600.0,OUT046
NCX42,2684.0,OUT049
FDJ12,3488.0,OUT035
NCA18,3304.0,OUT027
FDP23,1532.0,OUT019
FDX12,3884.0,OUT013
FDN40,2148.0,OUT018
FDV48,1464.0,OUT035
NCY54,2708.0,OUT013
FDL16,-1180.0,OUT010
FDR45,3516.0,OUT018
